Area Name,Area Type,Year,Labor Force,Employment,Unemployment,Unemployment Rate,Average Monthly Employment,Total Wages (All Workers),Average Weekly Wages,Establishments,Total Expenditures,Estimated Population,Expenditures Per Capita
Sutter County,County,2014.0,44200.0,38600.0,5700.0,12.8,495.73,7298777.51,761.25,55.68,133937280.0,95733.0,1399.0
Tehama County,County,2014.0,25040.0,22600.0,2440.0,9.7,348.94,5051332.59,666.97,40.5,112102049.0,63717.0,1759.0
Trinity County,County,2014.0,5160.0,4670.0,490.0,9.6,129.71,1701080.64,604.86,21.35,45373860.0,13389.0,3389.0
Tulare County,County,2014.0,197900.0,171600.0,26300.0,13.3,1403.01,19285327.04,753.28,91.19,685713250.0,459446.0,1492.0
Tuolumne County,County,2014.0,21540.0,19650.0,1890.0,8.8,333.05,5001161.25,757.59,35.4,99328679.0,53604.0,1853.0
Ventura County,County,2014.0,429200.0,400300.0,28900.0,6.7,2035.82,41053241.31,1015.32,164.0,1428780799.0,842967.0,1695.0
Yolo County,County,2014.0,102000.0,94300.0,7800.0,7.6,849.27,15452889.89,895.04,68.36,258533142.0,206381.0,1253.0
Yuba County,County,2014.0,27900.0,24700.0,3200.0,11.3,314.05,5375593.62,633.82,33.13,123173768.0,73682.0,1672.0
California,State,2015.0,18824100.0,17647400.0,1176700.0,6.3,52912.18,1305234689.42,1203.21,4478.63,64155635731.0,37869123.0,121820.0
Alameda County,County,2015.0,819000.0,779900.0,39100.0,4.8,4083.7,111971860.46,1253.77,336.34,2462509900.0,1594569.0,1544.0
Alpine County,County,2015.0,550.0,510.0,40.0,7.3,56.22,885572.89,822.44,11.01,14479421.0,1121.0,12917.0
Amador County,County,2015.0,14320.0,13370.0,950.0,6.6,295.22,4821020.46,751.13,29.16,65523618.0,36312.0,1804.0
Butte County,County,2015.0,101100.0,93800.0,7300.0,7.2,811.94,12150026.97,782.53,89.85,346021855.0,224323.0,1543.0
Calaveras County,County,2015.0,20550.0,19230.0,1320.0,6.4,203.35,2803513.38,696.34,32.71,74242525.0,45668.0,1626.0
Colusa County,County,2015.0,11050.0,9340.0,1710.0,15.5,299.91,4901310.45,782.94,28.69,52097886.0,21715.0,2399.0
Contra Costa County,County,2015.0,544600.0,517000.0,27600.0,5.1,2402.33,60173287.98,1201.7,220.04,2598449579.0,1102871.0,2356.0
Del Norte County,County,2015.0,9860.0,9010.0,850.0,8.6,256.18,3795991.74,700.64,28.07,69830915.0,28031.0,2491.0
El Dorado County,County,2015.0,87900.0,82800.0,5100.0,5.7,608.27,10729031.59,868.83,65.14,304980251.0,184917.0,1649.0
Fresno County,County,2015.0,440300.0,395200.0,45100.0,10.3,2480.57,39608459.46,877.43,226.73,1310995778.0,972297.0,1348.0
Glenn County,County,2015.0,12960.0,11830.0,1140.0,8.8,272.44,4112091.76,771.79,35.09,60659342.0,28728.0,2112.0
Humboldt County,County,2015.0,62300.0,58800.0,3500.0,5.6,539.63,7851864.44,743.11,58.88,261055439.0,134398.0,1942.0
Imperial County,County,2015.0,76800.0,57900.0,18900.0,24.6,884.54,12586962.91,751.26,88.02,326775920.0,183429.0,1781.0
Inyo County,County,2015.0,9080.0,8550.0,530.0,5.8,248.71,4112068.91,782.45,24.03,62986131.0,18574.0,3391.0
Kern County,County,2015.0,390100.0,350000.0,40100.0,10.3,2304.01,40016097.81,854.88,130.94,1676595034.0,874264.0,1918.0
Kings County,County,2015.0,57700.0,51600.0,6100.0,10.6,741.72,11763989.69,781.42,55.4,224669014.0,149721.0,1501.0
Lake County,County,2015.0,29010.0,26790.0,2220.0,7.6,340.25,4609752.57,693.17,66.3,117225303.0,64918.0,1806.0
Lassen County,County,2015.0,10760.0,9980.0,780.0,7.3,275.56,4912985.44,780.2,19.22,55052791.0,32092.0,1715.0
Los Angeles County,County,2015.0,4973800.0,4641100.0,332700.0,6.7,17329.47,405788454.62,1187.31,1831.97,19690149858.0,10136559.0,1942.0
Madera County,County,2015.0,59800.0,53500.0,6300.0,10.6,685.69,10524566.79,737.59,58.99,201400987.0,155878.0,1292.0
Marin County,County,2015.0,138700.0,133700.0,5000.0,3.6,1008.64,25617237.83,1182.69,113.61,482374991.0,258972.0,1863.0
Mariposa County,County,2015.0,8010.0,7440.0,580.0,7.2,256.21,3562520.86,792.28,21.44,59030595.0,17791.0,3318.0
Mendocino County,County,2015.0,39830.0,37500.0,2330.0,5.9,420.15,5841374.78,720.09,60.25,192219913.0,88863.0,2163.0
Merced County,County,2015.0,114100.0,101000.0,13000.0,11.4,1009.54,14973911.87,728.06,83.99,412036519.0,266134.0,1548.0
Modoc County,County,2015.0,3300.0,3020.0,280.0,8.6,132.56,1930156.67,728.8,18.67,27707963.0,9399.0,2948.0
Mono County,County,2015.0,8240.0,7730.0,510.0,6.2,267.9,3511089.08,827.22,23.8,49992964.0,14695.0,3402.0
Monterey County,County,2015.0,218300.0,200500.0,17800.0,8.2,1551.91,26449864.63,951.84,114.01,866867541.0,425413.0,2038.0
Napa County,County,2015.0,73700.0,70300.0,3400.0,4.6,964.25,19226915.32,1017.67,74.78,295100960.0,140362.0,2102.0
Nevada County,County,2015.0,48010.0,45390.0,2620.0,5.5,432.79,7048982.71,805.72,52.67,135312679.0,98193.0,1378.0
Orange County,County,2015.0,1584300.0,1513100.0,71200.0,4.5,7387.62,176815944.15,1168.82,536.38,3429426065.0,3147655.0,1090.0
Placer County,County,2015.0,176300.0,167400.0,9000.0,5.1,1281.79,26079514.67,972.83,106.3,578198171.0,369454.0,1565.0
Plumas County,County,2015.0,7890.0,7080.0,820.0,10.3,191.32,2944753.03,655.57,26.41,52098609.0,19560.0,2664.0
Riverside County,County,2015.0,1033500.0,963800.0,69600.0,6.7,3573.25,60289221.77,909.8,317.97,3603227285.0,2308441.0,1561.0
Sacramento County,County,2015.0,684600.0,643300.0,41300.0,6.0,3761.09,84861096.91,1040.19,330.78,2678172643.0,1470912.0,1821.0
San Benito County,County,2015.0,29800.0,27500.0,2300.0,7.6,346.08,5623474.37,809.5,37.57,68322799.0,58344.0,1171.0
San Bernardino County,County,2015.0,919300.0,859700.0,59600.0,6.5,3673.58,62833758.94,894.82,294.03,3338298576.0,2104291.0,1586.0
San Diego County,County,2015.0,1548800.0,1467700.0,81100.0,5.2,6725.73,155284633.92,1095.75,505.69,3834554090.0,3227496.0,1188.0
San Francisco County,County,2015.0,541400.0,521600.0,19800.0,3.7,4331.35,168524337.84,1574.0,397.52,2420077983.4,1307601.78,4678.16
San Joaquin County,County,2015.0,314400.0,286300.0,28100.0,8.9,1726.84,29332892.57,876.78,131.56,1147279114.0,719511.0,1595.0
San Luis Obispo County,County,2015.0,138900.0,132300.0,6600.0,4.8,986.6,16657299.56,867.23,89.06,451228687.0,274293.0,1645.0
San Mateo County,County,2015.0,434200.0,419300.0,14900.0,3.4,2763.58,114068103.88,1424.9,195.96,1333854853.0,753123.0,1771.0
Santa Barbara County,County,2015.0,217200.0,205600.0,11600.0,5.3,1439.03,28208165.16,1025.38,115.64,763183342.0,437643.0,1744.0
Santa Clara County,County,2015.0,1012200.0,970000.0,42300.0,4.2,6010.6,274690100.09,1437.93,401.15,4368717507.0,1889638.0,2312.0
Santa Cruz County,County,2015.0,143200.0,132400.0,10800.0,7.5,914.51,16211886.91,976.8,92.51,438246671.0,271646.0,1613.0
Shasta County,County,2015.0,74100.0,68300.0,5800.0,7.8,673.26,10429142.9,819.65,75.89,269742577.0,178673.0,1510.0
Sierra County,County,2015.0,1360.0,1240.0,120.0,8.8,51.34,710340.26,621.91,11.66,16141900.0,3105.0,5199.0
Siskiyou County,County,2015.0,17880.0,16200.0,1680.0,9.4,278.27,4069055.05,727.15,36.39,84315741.0,45119.0,1869.0
Solano County,County,2015.0,204900.0,192200.0,12600.0,6.2,1066.65,22468141.37,942.97,91.16,582181636.0,429552.0,1355.0
Sonoma County,County,2015.0,257700.0,246000.0,11600.0,4.5,1404.46,27379992.82,1014.58,142.41,812134693.0,496253.0,1637.0
Stanislaus County,County,2015.0,241000.0,218000.0,23000.0,9.5,1511.01,25654084.69,857.73,130.48,796726526.0,532297.0,1497.0
Sutter County,County,2015.0,44700.0,39900.0,4800.0,10.8,530.36,8121363.87,815.81,56.82,143483508.0,95948.0,1495.0
Tehama County,County,2015.0,25020.0,23030.0,1990.0,8.0,348.34,5375409.58,720.41,39.76,114843810.0,64323.0,1785.0
Trinity County,County,2015.0,5140.0,4740.0,400.0,7.8,141.46,2027188.94,701.27,21.2,48967320.0,13571.0,3608.0
Tulare County,County,2015.0,202100.0,178500.0,23600.0,11.7,1498.49,21155229.3,765.45,94.98,675737499.0,462189.0,1462.0
Tuolumne County,County,2015.0,21530.0,20000.0,1530.0,7.1,331.86,5170697.18,780.91,34.84,116199230.0,54337.0,2138.0
Ventura County,County,2015.0,427200.0,403000.0,24300.0,5.7,2060.43,43601967.48,1064.81,167.06,1491633656.0,848073.0,1759.0
Yolo County,County,2015.0,104200.0,97400.0,6800.0,6.5,883.54,16581104.08,953.74,74.37,270406632.0,209393.0,1291.0
Yuba County,County,2015.0,27700.0,25100.0,2600.0,9.3,314.72,5452308.53,682.73,33.88,151966919.0,74076.0,2052.0
California,State,2016.0,19012000.0,17965400.0,1046600.0,5.5,53982.38,1358628311.4,1237.36,4582.93,66853549795.0,38389300.0,127734.0
Alameda County,County,2016.0,831800.0,796000.0,35800.0,4.3,4132.16,116464691.56,1294.05,335.24,2466628582.0,1627865.0,1515.0
Alpine County,County,2016.0,550.0,520.0,40.0,6.5,70.54,1047009.37,705.55,9.17,14801625.0,1166.0,12694.0
Amador County,County,2016.0,14530.0,13660.0,870.0,6.0,291.34,4829352.12,727.75,30.34,67509530.0,37707.0,1790.0
Butte County,County,2016.0,101600.0,94900.0,6700.0,6.6,851.29,12938218.34,780.15,93.34,359472359.0,224601.0,1600.0
Calaveras County,County,2016.0,20800.0,19610.0,1180.0,5.7,212.42,3084148.46,715.91,31.42,79017852.0,45207.0,1748.0
Colusa County,County,2016.0,10910.0,9210.0,1700.0,15.6,312.42,5190820.72,795.44,29.19,56754215.0,21948.0,2586.0
Contra Costa County,County,2016.0,553200.0,528400.0,24800.0,4.5,2516.13,64686787.48,1234.47,225.3,2670142484.0,1123429.0,2377.0
Del Norte County,County,2016.0,9760.0,9020.0,740.0,7.5,263.48,3991234.06,695.68,27.23,70442451.0,26811.0,2627.0
El Dorado County,County,2016.0,88800.0,84200.0,4600.0,5.2,637.64,11807138.35,910.17,65.92,312825778.0,183750.0,1702.0
Fresno County,County,2016.0,444700.0,402400.0,42400.0,9.5,2569.93,42127138.37,902.11,236.77,1385152576.0,984541.0,1407.0
Glenn County,County,2016.0,12950.0,11870.0,1080.0,8.4,248.26,3862478.01,741.01,31.83,62882626.0,28668.0,2193.0
Humboldt County,County,2016.0,62400.0,59300.0,3100.0,4.9,557.04,8259963.46,789.29,60.8,280156807.0,135116.0,2073.0
Imperial County,County,2016.0,75200.0,57000.0,18200.0,24.2,840.54,12412645.81,779.64,89.88,313348529.0,185831.0,1686.0
Inyo County,County,2016.0,8860.0,8390.0,470.0,5.3,238.75,3951527.93,749.18,23.16,67720679.0,18650.0,3631.0
Kern County,County,2016.0,388100.0,347700.0,40400.0,10.4,2317.4,40156836.08,867.0,133.24,1774234626.0,886507.0,2001.0
Kings County,County,2016.0,57200.0,51400.0,5700.0,10.0,753.6,12098306.73,793.1,60.92,243599118.0,150373.0,1620.0
Lake County,County,2016.0,29070.0,27110.0,1960.0,6.7,354.56,4922951.79,691.42,68.09,137893191.0,64306.0,2144.0
Lassen County,County,2016.0,10360.0,9640.0,720.0,7.0,282.3,5202356.56,785.98,19.33,64970857.0,30780.0,2111.0
Los Angeles County,County,2016.0,5018900.0,4751200.0,267700.0,5.3,17621.87,421171226.97,1210.1,1857.06,20242539438.0,10241335.0,1977.0
Madera County,County,2016.0,61100.0,55400.0,5700.0,9.3,692.03,11010422.78,749.85,57.39,213065514.0,155349.0,1372.0
Marin County,County,2016.0,139600.0,135000.0,4600.0,3.3,1039.43,27505417.32,1225.82,115.02,563971097.0,262274.0,2150.0
Mariposa County,County,2016.0,7570.0,7050.0,520.0,6.9,246.66,3721537.36,803.58,21.09,61480903.0,18159.0,3386.0
Mendocino County,County,2016.0,39620.0,37520.0,2100.0,5.3,423.76,6118279.15,737.4,59.79,201358450.0,88378.0,2278.0
Merced County,County,2016.0,114300.0,102200.0,12100.0,10.6,1042.26,16215035.33,736.33,88.36,424732164.0,271579.0,1564.0
Modoc County,County,2016.0,3290.0,3030.0,260.0,7.8,130.0,1956874.28,712.17,17.73,28443086.0,9638.0,2951.0
Mono County,County,2016.0,8370.0,7920.0,450.0,5.4,274.65,3807450.56,888.47,23.35,51097061.0,13721.0,3724.0
Monterey County,County,2016.0,218800.0,202000.0,16800.0,7.7,1585.38,27897718.37,983.52,116.31,935562384.0,437178.0,2140.0
Napa County,County,2016.0,72900.0,69800.0,3100.0,4.3,984.03,20177195.14,1030.42,76.03,325940289.0,142028.0,2295.0
Nevada County,County,2016.0,48150.0,45840.0,2310.0,4.8,447.26,7521225.07,826.44,53.58,146953147.0,98095.0,1498.0
Orange County,County,2016.0,1597400.0,1532700.0,64700.0,4.1,7572.32,181542210.17,1197.0,546.41,3614276100.0,3183011.0,1135.0
Placer County,County,2016.0,179600.0,171500.0,8100.0,4.5,1359.54,28297912.09,991.51,110.73,574153000.0,373796.0,1536.0
Plumas County,County,2016.0,7850.0,7080.0,770.0,9.8,199.01,3102067.2,649.63,27.47,58364016.0,19879.0,2936.0
Riverside County,County,2016.0,1051600.0,987200.0,64400.0,6.1,3780.53,63726940.71,913.1,330.64,3816617187.0,2347828.0,1626.0
Sacramento County,County,2016.0,694000.0,656400.0,37600.0,5.4,3861.5,87960733.92,1060.13,338.7,2817336666.0,1495297.0,1884.0
San Benito County,County,2016.0,30400.0,28400.0,2000.0,6.7,378.79,6462224.13,871.32,36.55,72817483.0,56648.0,1285.0
San Bernardino County,County,2016.0,930200.0,876400.0,53900.0,5.8,3719.49,65432401.43,904.95,300.63,3298516824.0,2139570.0,1542.0
San Diego County,County,2016.0,1563200.0,1489100.0,74100.0,4.7,6917.98,160315584.37,1119.47,514.11,3935577424.0,3288612.0,1197.0
San Francisco County,County,2016.0,555300.0,537000.0,18300.0,3.3,4515.25,183734709.31,1624.91,397.87,2420077983.4,1307601.78,4678.16
San Joaquin County,County,2016.0,318300.0,292400.0,25900.0,8.2,1765.0,30899620.44,916.44,131.15,1189231523.0,733383.0,1622.0
San Luis Obispo County,County,2016.0,139500.0,133400.0,6000.0,4.3,1000.82,17416759.0,874.75,89.89,512262332.0,277977.0,1843.0
San Mateo County,County,2016.0,441800.0,428300.0,13500.0,3.1,2798.21,120899277.21,1484.83,196.17,1436027669.0,766041.0,1875.0
Santa Barbara County,County,2016.0,215300.0,204300.0,10900.0,5.1,1409.06,27896815.75,1016.04,114.44,767194671.0,446717.0,1717.0
Santa Clara County,County,2016.0,1027900.0,989000.0,38900.0,3.8,6108.82,291030276.68,1466.91,405.44,4791192424.0,1927888.0,2485.0
Santa Cruz County,County,2016.0,143800.0,133700.0,10000.0,7.0,950.16,17480386.45,972.49,92.89,459520668.0,275902.0,1666.0
Shasta County,County,2016.0,74200.0,69000.0,5200.0,7.0,678.29,10803931.47,843.18,75.33,276948539.0,178592.0,1551.0
Sierra County,County,2016.0,1330.0,1230.0,100.0,7.6,59.36,884211.62,713.56,13.96,19349750.0,3203.0,6041.0
Siskiyou County,County,2016.0,17900.0,16370.0,1530.0,8.5,280.53,4241595.77,747.1,36.61,85977273.0,44739.0,1922.0
Solano County,County,2016.0,207300.0,195800.0,11400.0,5.5,1106.31,23648881.9,958.73,93.92,616816043.0,431498.0,1429.0
Sonoma County,County,2016.0,259200.0,248900.0,10300.0,4.0,1425.91,28526937.45,1036.77,141.76,870825750.0,501959.0,1735.0
Stanislaus County,County,2016.0,242700.0,221800.0,21000.0,8.6,1562.51,27188665.72,881.06,131.41,864250360.0,540214.0,1600.0
Sutter County,County,2016.0,45000.0,40600.0,4400.0,9.7,552.02,8601647.04,802.16,57.28,142086124.0,97308.0,1460.0
Tehama County,County,2016.0,25070.0,23280.0,1790.0,7.1,372.91,5815336.92,732.79,42.43,114640010.0,63934.0,1793.0
Trinity County,County,2016.0,4990.0,4640.0,350.0,7.1,140.07,2015879.53,672.84,21.27,54052261.0,13667.0,3955.0
Tulare County,County,2016.0,203300.0,180500.0,22800.0,11.2,1526.23,22736950.51,788.3,98.76,718155968.0,466339.0,1540.0
Tuolumne County,County,2016.0,21570.0,20220.0,1350.0,6.2,349.66,5519670.71,818.91,35.57,126007249.0,54900.0,2295.0
Ventura County,County,2016.0,425300.0,403100.0,22300.0,5.2,2080.06,43483872.08,1066.04,170.3,1546877379.0,856508.0,1806.0
Yolo County,County,2016.0,106100.0,99800.0,6300.0,5.9,1024.68,20783575.25,982.65,78.64,302518766.0,214555.0,1410.0
Yuba County,County,2016.0,28200.0,25700.0,2400.0,8.6,338.27,6258107.42,717.83,33.44,149258918.0,74345.0,2008.0
California,State,2017.0,19185400.0,18258100.0,927300.0,4.8,55121.57,1451600220.27,1300.71,4770.06,76349475038.0,38649385.0,142512.0
Alameda County,County,2017.0,838200.0,807100.0,31100.0,3.7,4310.83,126859854.16,1350.66,349.77,2834852878.0,1645359.0,1723.0
Alpine County,County,2017.0,550.0,510.0,30.0,6.2,79.02,1180690.08,1040.55,9.87,16806357.0,1151.0,14602.0
Amador County,County,2017.0,14690.0,13960.0,740.0,5.0,289.84,4980074.66,781.55,31.08,75321932.0,38382.0,1962.0
Butte County,County,2017.0,102000.0,96100.0,5900.0,5.8,860.33,13583503.13,805.03,95.45,402575447.0,226404.0,1778.0
Calaveras County,County,2017.0,21020.0,20010.0,1000.0,4.8,206.97,3053592.77,693.62,30.47,103545726.0,45168.0,2292.0
Colusa County,County,2017.0,10820.0,9270.0,1550.0,14.3,319.6,5430010.13,797.48,29.75,57662770.0,22043.0,2616.0
Contra Costa County,County,2017.0,557900.0,536300.0,21600.0,3.9,2575.27,68811148.01,1331.09,229.48,2942527728.0,1139513.0,2582.0
Del Norte County,County,2017.0,9700.0,9070.0,630.0,6.5,262.55,3982812.31,679.27,27.69,71648370.0,27124.0,2642.0
El Dorado County,County,2017.0,89700.0,85800.0,3900.0,4.4,659.36,12587812.7,912.67,67.63,312951842.0,185062.0,1691.0
Fresno County,County,2017.0,444500.0,406300.0,38200.0,8.6,2593.76,43951616.76,929.26,243.02,1649858000.0,995975.0,1657.0
Glenn County,County,2017.0,12800.0,11840.0,960.0,7.5,267.13,4373018.82,795.85,34.15,72240174.0,28731.0,2514.0
Humboldt County,County,2017.0,62500.0,59800.0,2600.0,4.2,559.05,8588527.83,808.38,65.58,328233619.0,136953.0,2397.0
Imperial County,County,2017.0,72000.0,57900.0,14200.0,19.7,856.75,13210942.17,775.88,87.58,439403052.0,188334.0,2333.0
Inyo County,County,2017.0,8600.0,8230.0,380.0,4.4,239.67,4004252.48,776.62,22.98,74000296.0,18619.0,3974.0
Kern County,County,2017.0,384100.0,348500.0,35600.0,9.3,2321.19,41263629.58,900.23,138.45,1798910958.0,895112.0,2010.0
Kings County,County,2017.0,57300.0,52100.0,5100.0,9.0,773.72,12727359.57,784.93,60.33,285032685.0,149537.0,1906.0
Lake County,County,2017.0,29300.0,27600.0,1700.0,5.8,363.27,5194714.57,736.24,73.34,135403377.0,64945.0,2085.0
Lassen County,County,2017.0,10030.0,9470.0,560.0,5.5,276.02,5234220.37,791.41,19.18,64362436.0,30918.0,2082.0
Los Angeles County,County,2017.0,5109800.0,4864100.0,245700.0,4.8,17858.28,448817268.7,1281.21,1940.25,23013232081.0,10241278.0,2247.0
Madera County,County,2017.0,60900.0,55900.0,5000.0,8.2,705.8,11599399.32,790.06,62.95,241879499.0,156492.0,1546.0
Marin County,County,2017.0,139600.0,135600.0,4000.0,2.9,1025.17,27276957.73,1251.23,113.58,495883135.0,263604.0,1881.0
Mariposa County,County,2017.0,7650.0,7200.0,450.0,5.9,259.06,3981688.28,794.43,21.85,71140607.0,18148.0,3920.0
Mendocino County,County,2017.0,39530.0,37740.0,1800.0,4.6,436.66,6575809.86,761.84,61.29,225523141.0,89134.0,2530.0
Merced County,County,2017.0,115200.0,104300.0,10900.0,9.4,1028.49,16405118.11,761.98,87.56,515368644.0,274665.0,1876.0
Modoc County,County,2017.0,3190.0,2930.0,260.0,8.1,122.36,1907805.38,774.4,17.12,31828795.0,9580.0,3322.0
Mono County,County,2017.0,8490.0,8110.0,380.0,4.5,294.73,4854437.27,883.44,24.38,53725144.0,13713.0,3918.0
Monterey County,County,2017.0,219500.0,203600.0,15900.0,7.2,1599.82,29238984.82,1007.17,118.61,1055209960.0,442365.0,2385.0
Napa County,County,2017.0,73200.0,70500.0,2700.0,3.7,990.01,21028334.23,1092.49,76.65,365243179.0,142408.0,2565.0
Nevada County,County,2017.0,48290.0,46290.0,2000.0,4.1,447.25,7702706.54,854.13,53.9,168951476.0,98828.0,1710.0
Orange County,County,2017.0,1605800.0,1549000.0,56800.0,3.5,7831.26,192820009.55,1227.58,579.19,4233510558.0,3194024.0,1325.0
Placer County,County,2017.0,181200.0,174200.0,7100.0,3.9,1388.1,29816494.13,1027.29,114.57,678378863.0,382837.0,1772.0
Plumas County,County,2017.0,7760.0,7070.0,690.0,8.9,200.33,3273944.85,672.85,27.81,61076248.0,19819.0,3082.0
Riverside County,County,2017.0,1070900.0,1014200.0,56600.0,5.3,3883.22,67300659.88,941.32,353.72,4517309223.0,2384783.0,1894.0
Sacramento County,County,2017.0,696500.0,663700.0,32700.0,4.7,3928.4,92307884.84,1104.89,354.58,3279358000.0,1514770.0,2165.0
San Benito County,County,2017.0,30600.0,28800.0,1800.0,5.8,375.24,6668705.46,866.72,37.76,74142895.0,56854.0,1304.0
San Bernardino County,County,2017.0,942000.0,895300.0,46800.0,5.0,3837.9,69032785.65,941.61,315.19,3881301360.0,2160256.0,1797.0
San Diego County,County,2017.0,1570800.0,1507200.0,63600.0,4.0,7155.64,170752140.89,1157.39,539.43,4272127705.0,3316192.0,1288.0
San Francisco County,County,2017.0,563000.0,546400.0,16600.0,2.9,4592.07,201325084.54,1671.81,402.95,2420077983.4,1307601.78,4678.16
San Joaquin County,County,2017.0,323000.0,300200.0,22700.0,7.0,1840.24,33028843.86,955.99,133.8,1403892107.0,746868.0,1880.0
San Luis Obispo County,County,2017.0,140300.0,135200.0,5100.0,3.6,1029.83,18477379.44,884.68,91.85,570838301.0,280101.0,2038.0
San Mateo County,County,2017.0,444900.0,432700.0,12200.0,2.7,2813.72,131506716.3,1574.24,197.1,1637306327.0,770203.0,2126.0
Santa Barbara County,County,2017.0,214900.0,205100.0,9800.0,4.6,1436.56,29490076.65,1052.19,117.26,868700233.0,450663.0,1928.0
Santa Clara County,County,2017.0,1037400.0,1003700.0,33700.0,3.2,6297.89,321664692.6,1541.19,423.14,5379607003.0,1938180.0,2776.0
Santa Cruz County,County,2017.0,142600.0,134400.0,8200.0,5.7,955.18,18307789.78,984.07,93.58,570218930.0,276603.0,2062.0
Shasta County,County,2017.0,73900.0,69600.0,4300.0,5.8,677.79,11312694.49,872.05,76.0,312998493.0,178605.0,1752.0
Sierra County,County,2017.0,1290.0,1200.0,80.0,6.6,50.26,751386.61,674.2,12.02,19234581.0,3207.0,5998.0
Siskiyou County,County,2017.0,17790.0,16480.0,1300.0,7.3,284.67,4496172.02,792.58,37.25,98099957.0,44688.0,2195.0
Solano County,County,2017.0,207900.0,198000.0,10000.0,4.8,1122.47,25076280.98,983.23,96.96,699992831.0,436023.0,1605.0
Sonoma County,County,2017.0,259800.0,250900.0,8800.0,3.4,1432.3,29550762.19,1066.46,144.77,1087066343.0,505120.0,2152.0
Stanislaus County,County,2017.0,242000.0,223700.0,18200.0,7.5,1563.54,28274790.27,889.62,133.92,1020349782.0,548057.0,1862.0
Sutter County,County,2017.0,45000.0,41000.0,3900.0,8.8,544.24,8651721.32,820.42,57.87,200521598.0,96956.0,2068.0
Tehama County,County,2017.0,25510.0,23880.0,1640.0,6.4,366.72,5934071.02,765.39,41.78,143023900.0,63995.0,2235.0
Trinity County,County,2017.0,4800.0,4500.0,300.0,6.2,121.93,1846078.19,695.17,18.72,51531891.0,13628.0,3781.0
Tulare County,County,2017.0,204500.0,183000.0,21500.0,10.5,1535.91,22556620.98,788.69,103.17,817285973.0,471842.0,1732.0
Tuolumne County,County,2017.0,21370.0,20210.0,1160.0,5.4,343.03,5721762.82,835.43,34.56,147934909.0,54707.0,2704.0
Ventura County,County,2017.0,423700.0,404500.0,19200.0,4.5,2108.88,44845816.13,1076.27,177.0,1908257778.0,857386.0,2226.0
Yolo County,County,2017.0,106600.0,101100.0,5500.0,5.1,979.06,20774045.43,1035.15,76.27,322062151.0,218896.0,1471.0
Yuba County,County,2017.0,28700.0,26600.0,2100.0,7.5,335.03,6457669.73,750.36,33.37,190023790.0,74577.0,2548.0
California,State,2018.0,19289500.0,18469900.0,819600.0,4.2,56502.53,1547577403.62,1341.52,4993.16,81393522762.0,38925730.0,151421.0
Alameda County,County,2018.0,841600.0,815800.0,25700.0,3.1,4374.33,132784770.2,1414.88,365.27,2937009130.0,1660202.0,1769.0
Alpine County,County,2018.0,550.0,520.0,30.0,4.6,101.73,1539595.21,790.37,11.58,18038469.0,1154.0,15631.0
Amador County,County,2018.0,14670.0,14070.0,600.0,4.1,303.7,5332880.71,843.5,33.38,75455001.0,38094.0,1981.0
Butte County,County,2018.0,101800.0,96700.0,5200.0,5.1,867.67,14293418.26,854.17,97.94,419566673.0,227621.0,1843.0
Calaveras County,County,2018.0,21170.0,20310.0,860.0,4.0,234.58,3592174.89,791.62,34.73,101249425.0,45157.0,2242.0
Colusa County,County,2018.0,10850.0,9410.0,1430.0,13.2,338.66,6140798.56,893.09,31.63,61793173.0,22098.0,2796.0
Contra Costa County,County,2018.0,560300.0,542300.0,18000.0,3.2,2595.41,71245976.9,1376.29,238.51,3086181054.0,1149363.0,2685.0
Del Norte County,County,2018.0,9710.0,9150.0,560.0,5.7,279.86,4345923.02,724.04,29.1,74253520.0,27221.0,2728.0
El Dorado County,County,2018.0,91000.0,87700.0,3300.0,3.6,673.06,13226621.61,988.21,70.72,337411051.0,188399.0,1791.0
Fresno County,County,2018.0,446200.0,412400.0,33800.0,7.6,2681.6,46733057.61,955.36,259.18,1783079000.0,1007229.0,1770.0
Glenn County,County,2018.0,12770.0,11930.0,840.0,6.6,290.09,4859571.91,844.86,36.49,79330565.0,28796.0,2755.0
Humboldt County,County,2018.0,62500.0,60300.0,2300.0,3.6,564.48,8827449.41,824.5,69.97,372243534.0,136002.0,2737.0
Imperial County,County,2018.0,71100.0,57800.0,13400.0,18.8,881.11,14079137.72,822.19,93.3,443023733.0,190624.0,2324.0
Inyo County,County,2018.0,8700.0,8360.0,340.0,3.9,252.14,4337661.88,876.08,24.4,76019832.0,18577.0,4092.0
Kern County,County,2018.0,385700.0,354600.0,31200.0,8.1,2355.76,43264982.8,944.89,146.61,1822485809.0,905801.0,2012.0
Kings County,County,2018.0,57500.0,53000.0,4500.0,7.9,787.07,13521148.68,812.96,63.17,289127782.0,151662.0,1906.0
Lake County,County,2018.0,29070.0,27530.0,1540.0,5.3,374.4,5685136.08,804.92,75.2,139957417.0,65081.0,2151.0
Lassen County,County,2018.0,9850.0,9380.0,470.0,4.8,267.51,5243461.69,810.08,19.18,65140191.0,30911.0,2107.0
Los Angeles County,County,2018.0,5119800.0,4882300.0,237500.0,4.6,18044.79,467732570.46,1328.6,2018.37,24519768888.0,10283729.0,2384.0
Madera County,County,2018.0,61300.0,56900.0,4400.0,7.1,740.87,12490475.97,803.17,66.86,258623578.0,158894.0,1628.0
